"","controller","condition","item","rt","NA","subject","group"
"6353","DashedSentence",-0.5,11,3085,"FALSE","Native 29",-0.5
"6373","DashedSentence",0.5,12,3907,"FALSE","Native 29",-0.5
"6401","DashedSentence",0.5,8,6173,"FALSE","Native 29",-0.5
"6473","DashedSentence",-0.5,1,1931,"FALSE","Native 29",-0.5
"6477","DashedSentence",0.5,4,2133,"FALSE","Native 29",-0.5
"6489","DashedSentence",-0.5,3,3098,"FALSE","Native 29",-0.5
"6547","DashedSentence",0.5,9,9441,"FALSE","Native 30",-0.5
"6559","DashedSentence",-0.5,12,5464,"FALSE","Native 30",-0.5
"6595","DashedSentence",0.5,7,5462,"FALSE","Native 30",-0.5
"6623","DashedSentence",-0.5,8,6190,"FALSE","Native 30",-0.5
"6631","DashedSentence",-0.5,4,8950,"FALSE","Native 30",-0.5
"6643","DashedSentence",0.5,5,6885,"FALSE","Native 30",-0.5
"6659","DashedSentence",-0.5,2,15428,"FALSE","Native 30",-0.5
"6679","DashedSentence",-0.5,6,8496,"FALSE","Native 30",-0.5
"6687","DashedSentence",0.5,1,9302,"FALSE","Native 30",-0.5
"6711","DashedSentence",0.5,11,2287,"FALSE","Native 30",-0.5
"6715","DashedSentence",0.5,3,4035,"FALSE","Native 30",-0.5
"6719","DashedSentence",-0.5,10,13671,"FALSE","Native 30",-0.5
"6731","DashedSentence",-0.5,1,3235,"FALSE","Native 31",-0.5
"6747","DashedSentence",0.5,6,5062,"FALSE","Native 31",-0.5
"6787","DashedSentence",0.5,4,6586,"FALSE","Native 31",-0.5
"6795","DashedSentence",-0.5,11,8500,"FALSE","Native 31",-0.5
"6823","DashedSentence",-0.5,5,8103,"FALSE","Native 31",-0.5
"6835","DashedSentence",-0.5,9,6096,"FALSE","Native 31",-0.5
"6839","DashedSentence",0.5,12,6795,"FALSE","Native 31",-0.5
"6851","DashedSentence",0.5,8,3293,"FALSE","Native 31",-0.5
"6863","DashedSentence",-0.5,3,4609,"FALSE","Native 31",-0.5
"6875","DashedSentence",0.5,2,6495,"FALSE","Native 31",-0.5
"6935","DashedSentence",0.5,10,5158,"FALSE","Native 31",-0.5
"6943","DashedSentence",-0.5,7,2182,"FALSE","Native 31",-0.5
"6973","DashedSentence",0.5,9,12871,"FALSE","Native 32",-0.5
"6997","DashedSentence",-0.5,12,5435,"FALSE","Native 32",-0.5
"7033","DashedSentence",0.5,1,3710,"FALSE","Native 32",-0.5
"7065","DashedSentence",0.5,3,5323,"FALSE","Native 32",-0.5
"7077","DashedSentence",-0.5,10,5712,"FALSE","Native 32",-0.5
"7085","DashedSentence",0.5,11,5387,"FALSE","Native 32",-0.5
"7109","DashedSentence",-0.5,8,4085,"FALSE","Native 32",-0.5
"7113","DashedSentence",0.5,7,4884,"FALSE","Native 32",-0.5
